name|line
Finn|  I'm sorry for not following your instructions and for lying to you about it.
Princess Bubblegum|  Oh, Finn, I forgive you—'cause I lied to you, too! They weren't going to decapitate me; I just said that so you guys wouldn't eat the tarts!
Finn|  Oh!
Princess Bubblegum|  So I guess we're even.
Finn|  Uhh, yeah, I guess so.
Royal Tart Toter|  Ladies and gentlemen! The Royal Tarts have arrived.
Backrubbers|  
Princess Bubblegum|  The old Tart Toter!  Nobody move! He can't see or hear, but he can feel your movement.
Royal Tart Toter|  Hello? Eat my tarts? This cosmic dance of bursting decadence and withheld permissions twists all our arms collectively, but if sweetness can win—and it can— then I'll still be here tomorrow, to high-five you yesterday, my friends. Peace.
Finn|  Sheesh!
Finn|  Get it, get it!
Finn|   Yah!
Jake|   Oooooooh!
Jake|  Get him out!
Finn|  Don't you ever let me catch you here again!
Finn|  Whoo-hoo! Ya ha ha ha ha!  Agh! Ow!  Ooooooow! Agh agh mee duh!
Jake|  Did he get you with his poison stingers?
Finn|  No, I got a splinter from the door.
Jake|  Let me see. Wow, that's a tiny splinter.
Finn|  But it hurts! I'm gonna need some...  ...finger protection! Thanks, Choose Goose.
Choose Goose|  I am Choose Goose. Come back for some juice! Ha ha ha ha ha!
Finn|  Man, I am so protected right now!
Knight 1|  That is mighty thick. Go on, hit me! 
Finn|  Hey guys! Check this out! Dude, hit me!  Oww!  On my armor!
Jake|  Oh. 
Finn|   Click-click!
Knight 1|  That is but a thimble! This  is real armor! 
Finn & Jake|  Wha?
All Knights|  Sir Slicer! 
Sir Slicer|  Who is the one that bears the thimble? 
Jake|  This dude. 
Sir Slicer|  Ha ha ha ha ha ha ha! Oh, you foolish boy. Without full body armor, you're weak! You do not look  Click-click! Ha ha ha ha. Yah! 
Finn|  Choose Goose, I need more armor.
Choose Goose|  I've got something for you -- a metal shoe! Don't ya know you might stub your toe?
Finn|  Uhh, no, Choose Goose. I need...
Choose Goose|  Look here hun. Choose this one to protect your buns !
One knight|  Protect his butt! Protect his butt!
Finn|   No, Choose Goose. I want--
Choose Goose|  Don't be meek. What if you fall down and scrape your cheek?
One knight|  Look at his butt!  Look at his butt!
Finn|   Choose Goose, I want the most  Click-click armor you have!
Choose Goose|  Ooh, have a look! 
Finn|   I'll take that one! 
Choose Goose|   Wonderful! I'll need a trade of equal value. I'll take the head of your dog friend! 
Jake|  Say what?
Finn|  No way! Choose Goose, this stuff is overpriced!
Choose Goose|  No money for me? How about a poem for free?
Finn|   A poem?
Choose Goose|  If you can decipher the poem and complete the trials, you will receive the magical Armor of Zeldron. It is foretold to be totally  Click-click! 
Finn & Jake|  Skadow!
Choose Goose|   Your quest begins in the marsh over the hill.
Finn|  Ah, yes! I'm gonna get that armor!
Jake|  Yeah, man, you're gonna do it! 
Sir Slicer|  Good luck exposing your soft, vanilla-strawberry skin to the elements, dork! Haaaaaaa! Later, losers! 
Finn|  Ja!  He's just jealous that I'm gonna have cooler armor than him!
Jake|  Yeah, what a bumbleberry!
Finn & Jake|  Whoa! 
Jake|  What's the poem say?
Finn|"  ""The sun nibbles on the clouds, and gum drop tears rain down."" I don't get it..."
Jake|   Hmm... It means that we have to cross that swamp.
Finn|  How'd you understand that?
Jake|  You don't just read the poetry to understand it. You got to  feel it. Trust me, dude-- I'm smarter than everyone. Now get in there!
Finn|  You're not coming?
Jake|  No way, man. This armor thing is your deal!  I'll wait for you on the other side.
Finn|   This place will be a piece of... 
Old Lady|  Aah!
Finn|  Aaaaah!!! Oh, my gosh! I'm so sorry!  Aaaaaaaaah!!!
Old Lady|  Oh, no! 
Old Guy|   My most private parts peeped by a boy!
Finn|  Huuuh!!! 
The Mom|  Aah! Pervert!
Finn|  I'm not a pervert! 
The Mom|  You should be ashamed of yourself!
Finn|  I'm sorry! I'm sorry!  Aah!
Man|  My privates!
Finn|  I'm sorry!
Man 2|  My privates!
Finn|  I'm sorry!
Jake|  You okay, man?
Finn|  No! 
Sir Slicer|  Ha ha ha ha ha!
Finn & Jake|  Wha?!
Sir Slicer|  What's the matter, crimson cheeks? Feeling a little embarrassed in the swamp of embarrassment?  You're so red, you look like a tomato. Ha ha ha ha! 
Finn|  Aahhhh! We'll see who's embarrassed when I get that armor! What does the poem say?
Jake|"   Hmm... Ooh! ""The meadow weeps as morning sings of milk and honey and things to come."""
Finn|  What does that even mean?!
Jake|  It means we have to silence the echoing in the woods. 
Finn & Jake|  Huh! 
Finn|  Aw, man! I don't know how to silence that!
Jake|  All right, I'll handle this one, dude. 
Finn|  No. This is my burden.
Jake|  Then just make her think it's her idea. That's how you make the ladies do what you want.
Finn|   Hey, Monster Lady! Hey! Stop crying!
The Animal|  Huh?
Finn|  Stop crying because that's what you want to do!
The Animal|  Hu ha huh? 
Finn|  Huh?! Ahh!!! Ahh!!! Ahh ahh ahh!!! Ahh ahh!!! 
The Animal|  Oho... 
Jake|  Ha ha ha! She thinks you're her red-faced baby or something. I think she wants ya to nurse, dude! 
Finn|  Noo!!!
The Animal|  Aaa! Ooh! Mmm! 
Jake|  Huh?
Sir Slicer|  Minstrel? 
Minstrel|"  ""He's Finn the blushing baby / His cheeks are bright and red! / Be sure to make fun of him before you go to bed!"" "
Sir Slicer|  Grandfathers will sing that to their grandchildren for generations to come.
Finn|  Grandfathers will not sing that to their children! 
The Animal|  Oh!
Sir Slicer|  Armor,  Click-click. 
Finn|  Just wait till I have the Armor of Zeldron!
Jake|  Yeah! Just you wait, weirdo!  Uh, Finn? Uh-oh. 
Finn|  Jake? You okay? Huh? 
Finn & Jake|  Yeah!
Finn|  Awesome!
Jake|  Yeah!
Finn & Jake|  Whoa! 
Finn|  Finally!  Yah! 
Ghost Man|  Hello!
Finn|  Begone, ghost! I'm here for the armor!
Ghost Man|  First, you have to beat my high score in a game of Drop Ball 
Finn & Jake|  Drop Ball?
Ghost Man|  Drop Ball is an extremely addictive, high-intensity game designed for people everywhere. Here, let me show ya.  Hut! One point.  Two points. Three points.
Finn|  This game looks awful.
Ghost Man|  Oh, no. I absolutely disagree!
Finn|   Dude, let's just kill him and get the armor.
Jake|  How? He's already dead.
Ghost Man|  Here. It's your turn. Now, I don't want you to be intimidated, but my high score is six!
Finn|  Guh! Just -- just toss it on the ground. 
Ghost Man|  No, no, no! You're doing it all wrong! Let me show you how the pros do it!  See? It's all in the technique. Now, I'm gonna put a little finesse into it, just to shake things up. 
Finn & Jake|  Whoa! 
Jake|  Finn, its so beautiful!
Finn|  Yeah -- guess all the embarrassment was worth it. 
Orb|  Greetings, young traveler. We know what you seek, and you shall receive it.  Behold -- the Armor of Zeldron! It will protect you from evil, even ghosts. 
Finn|  Huh?! Aah!!  No! Dude, this is lady armor!
Jake|   Click-click!
Orb|   Click-click!
Finn|  No! Not Click-click! No more embarrassment!  I don't need armor! 
Ghost Man|   You did not watch my Drop-Ball technique!
Finn & Jake|  Huh?
Ghost Man|  I give you firsthand tips that no one else knows, and this is how you thank me?! I absolutely disagree with that!  Raarg!
Finn|  Now what?
Jake|  Put on the armor! It'll protect you from evil, even ghosts!
Finn|  Never! Yaaaaaaah! 
Monster Ghost|  
Jake|  Hey! 
Monster Ghost|  Huh?
Monster Ghost|  Mama?
Jake|  Uhh... Yeah!  Listen when your mother is speaking to you!
Monster Ghost|  Yes, Mama.
Jake|   You should be ashamed of yourself -- a boy your age sitting in this cave alone for thousands of years. You need to go outside and get some sunlight!
Monster Ghost|  But I...
Jake|   No back talk! Outside! Now!
Monster Ghost|  
Finn|  Whoa.
Person|  Oh, thank you, Finn and Jake! You've freed me from the addiction of Drop Ball! 
Jake|  No problem, dude. I couldn't have done it without  the power of embarrassment!
Finn|  And I learned I don't need armor to be -- 
Sir Slicer|  Ha ha ha ha ha ha ha ha ha! Look at you losers. Finn, you don't have any armor, and your friend is dressed like a lady! Ha ha ha! So not Click-click! 
Finn|  Well, at least I don't spend my day following a kid around! Get a life, dude! 
Person and Jake|  Ha ha ha ha
Jake|  Good one, Finn.
Person|  Yeah ha ha.
Sir Slicer|  Well, I've... just been in the same areas today. 
Person & Jake|  Ha ha ha ha ha ha!
Person|  Yeah, right!
Jake|  Whatever!
Sir Slicer|  Be quiet! I -- I am more Click-click than all of you!
Finn|  Come over here and say that to my fist!
Sir Slicer|  Okay, I will!  Whoa! Er... Ugh, this armor's too heavy! Ah, no problem. I'll just prop myself up on this stick.  Aghhh! Splinter!
Finn|  Hey, Sir Slicer, maybe you can use this!  Here you go! 
Sir Slicer|  Oh!
Finn|  Free of charge!
Jake|   Come on, dude, let's get out of here.
Finn|  Ha ha!  Okay, buddy. 
Jake|   Wa-hoo!  Dude, this armor is totally Click-click!
Jake|  Remember last time we were out this way? It was right after you messed things all up with Flame Princess.
Finn|  Yeah, that sucked. But then we found the Dungeon Train, remember? That was awesome.
Jake| No, it wasn't.
Finn|  Sure it was. Anyway, Flambo's brother's map says the weird cave should be like, right over... Ah! It's right here.  Come on, Jake.
Jake| Okay, hold on. Let me get out my sidewalk chalk. I want to write all over the walls in there.
Finn| What? You can't use that stuff in here. This is like an ancient, sacred temple.
Finn| Oh, well, now, that's just great. You don't put traps in the foyer! The foyer is a safe space. Man, not even Jake could smash through this mess. But maybe there's a back door or something.
Finn| Uh oh! Options. Better leave a little trail in case I get lost. Bread-crumb style. Plus, for if Jake gets in and tries to track me down. Too bad I don't still have that sidewalk ch... Oh!
Finn| Okay, well, scratch that. Now I really hope there's another way out.
Finn| Hall of Egress. Egress, egress.
Finn|  What's 'egress' mean?
Princess Bubblegum|  Exit.
Finn| Egress means exit!
Finn| Great. What am I supposed to do now? 
Finn| Wait. Hey. Hey, I just smashed you. I... Ah... Magic door, okay. Right, but if I...
Finn| Well done, Finn. You solved the magic door. That ought to have done it, and... Oh. This door is too tricky for me. Guess I better give up, right? Wrong, wrong! Let's try that again.
Finn| Hmm. Smooth like metal. Floor's smooth too. What have we here? An errant thread!  It must lead back out. Bread-crumb... Oh, trap door?  Spike trap. Better head back and regroup.
Finn| Fiendish. Anyway, don't let's do that again.
Finn| And right then straight. And... Hey now. Hold the phone, there should be a left turn here. Letters? E... G... 'Egress'. It spells 'egress'. This way! And here's another one, and another...  Whoa!
Finn| Okay. So, every map I make is wrong. All the exit signs led to traps. Plus the braille, the hieroglyphics, and the tape recorder message too. It's  almost like the maze is trying to tell me something. Something confusing, whatever! Who needs anyway with your stupid signs and messages? I'm Finn Mertens, ya heard? And I don't need no nothing! Watch me. 
Jake| Finn? Fi-inn!
Finn| Jake! Jake, I'm coming!
Jake| Finn? Where are ya, buddy?
Finn| Jake!
Finn| That's a little disappointing. Still, though. I'm in the homestretch here.
Finn| Jake!
Jake| Finn! There you are.
Finn| Yeah. Sorry to pop up, then disappear again like that.
Jake| Again? You just got here, son.
Finn| I did? Shoot, man. This cave has got me straight scrambled up and down.
Jake| What cave?
Finn| What? Oh. Uh oh.
Finn| Well?
Jake| Well, I followed your map, but there's just a bunch of grass here.
Finn| What? Let me see! 
Finn| Dang it.
Finn| So, yeah. Everything I did to try to make sense of the maze or to play it safe totally backfired, but when I got fed up, and started just charging in willy-nilly, I was able to get to the end and find you.
Jake| And then the whole thing disappeared. But I wonder how come I don't remember any of it.
Finn| I don't know. I'm just hoping, maybe if I sleep it off, maybe I'll be better in the morning.
Jake| Okay, well... Good night, buddy.
Finn| Thanks, Jake. Good night.
BMO| Are you awake?
Finn| Yes.
BMO| Are you gonna open your eyes now?
Finn| Maybe.
BMO| Are you scared?
Finn| No.
BMO| Then do it.
Finn| On three.
BMO, Finn| One, two, three,...
Jake| So, been almost a month now. What do you think? You wanna try opening 'em? It's beautiful day. Plus, I need someone to tell me if this hat looks cool.
Finn| Man I told you. If I open 'em now, it'll just be the same. I got to wait till something's different.
Jake| Yeah, that makes sense, I guess. So, um, I got you a little something, a little present.
Finn| Wow, thanks man!
Jake| You're really gonna thank me. Gotcha!
Finn| No!
Finn| Yeah, you've done it, like, 30 times now.
Finn| It's like programmed into your DNA or something.
Jake| Well, shoot, man. If I wanna do it that bad, it must be kinda right, right?
Jake| Look at it from where I'm sitting. All this funky pizzazz that only you can see, that's like the literal definition of a hallucination, either all that stuff is a dream or like, I'm a dream. And I ain't no dream, ya heard?
Finn| Yeah, I know, I heard. It's just that, well...
BMO| Hyah! Open up!
Finn| Oh, Jake, I know you mean well, but I guess I got to see this one through on my own.  I'll see you around, buddy.
Finn| Huh? What the... How long has this been going on? Someone's apt to track me down, bread-crumb style, e.g. Jake. Can't let him catch me. No more threads to follow. No more egress.
Finn| Hmm. It's cool in here... Ain't nothing wrong with that. Deep too. That's good. Ain't nobody gonna be looking for me down. Ugh!  Egress! Egress! Egress! Egress!
BMO's voice| Something's different.
Princess Bubblegum's voice| Hurry, Finn. At the seashell's center lies, the cornucopia's smallest door.
Jake| Whoa! That must have been some cave!
Finn| No comment!
Jake| You're totally slow dude, speed up them gams.
Finn| Auh... I'm not used, uh... to running on all fours! Oahh!
Jake| Ready to admit it's harder than it looks?
Finn| I'll never admit anything to you. Hey where'd you go?
Jake| Heh heh heh.
Finn|  Whoa aoh oh! Umpf! Okay I admit it's, it's harder than I thought.
Jake| Actually you did pretty good! Hey check it out!
Finn| Whoa!
Jake| Looks like a giant dead turtle.
Finn| I think it's some kind of city of...
Hag|  Thieves! It's the City of Thieves! Be warned boy! All who enter the city are destined to be come thieves themselves!  Even you.
Finn| I would't become a thief lady! I'm a pretty good guy.
Jake| Yeah, get your glasses on grandma, this kid is pure. In fact he's about to help that little crying kid. 
Finn|  Oh, whoa!
Hag| Be warned!
